symbol,exit_reason,entry_price,exit_price,profit_loss,stop_loss,take_profit,lots,duration,max_dd_during_trade,spread_at_entry
NG,TP,2.140960535390931,2.1308776587319493,0.010082876658981554,SHORT,413.64888435759366,1414.240817667776,3.001350420103008,1.928646380006708,0.8135469919232796,0.5791167242533993
NQ,TP,14504.104519720806,14481.571793019739,22.532726701067077,SHORT,175.65525304646093,1276.6938046301361,7.452366180739105,1.7168722997600856,0.5426041243229252,0.24872787636210253
CL,SL,62.54549776923527,62.4495668921583,-0.09593087707696668,LONG,176.71477539614887,1433.349218427743,8.510856092351279,1.629689966929739,1.8906390998471865,0.9460524239395839
ES,TP,4976.4928028257955,4969.968782055065,6.524020770730203,SHORT,100.58652570421289,691.2176529073788,4.612254618648304,0.8239454886039909,1.4540363184101064,0.6659800660175136
GOLD,MANUAL,1876.677972924687,1873.0316754293844,3.6462974953026333,SHORT,319.3416344419014,1493.7074849831652,9.826383904681869,1.4890354334352274,1.5638588288962523,0.9099120528245135
GOLD,MANUAL,1921.7443361582125,1924.7218697593116,2.9775336010991396,LONG,157.45322167464408,933.0018659648209,9.110360438824747,0.8112858381084509,0.6929783019240152,0.6314525030863315
ES,TP,4547.105856544254,4565.876074722502,18.770218178248797,LONG,210.92001115078347,588.1891408543809,3.792994724301511,1.416207358193883,1.5677977318702343,0.19504683791238636
GOLD,SL,1888.3579242472533,1885.4039116402082,-2.954012607045115,LONG,235.88210044537027,532.696857873968,6.115876950455572,1.5188288456336778,1.178936474852161,0.4860671021110301
NG,TP,3.7574995636925816,3.7761304629321684,0.018630899239586718,LONG,308.46759060983607,1293.4954740334908,2.3719638647820127,1.5178579925631943,1.1672990132965193,0.7290037196903811
ES,SL,4524.66079482468,4510.260966095255,-14.39982872942528,LONG,321.1135392006958,511.73388804571454,3.077516058769297,1.8212216353413628,1.1899688772208057,0.2624079732690275
GOLD,TP,1940.0233562929966,1943.4848507169786,3.4614944239820034,LONG,260.33838396285114,1072.5105421925114,1.668869111738455,1.7440720369577167,0.827421676227686,0.2750750625911108
NQ,TP,12795.616590436955,12780.042387640759,15.574202796196914,SHORT,419.37769911153964,845.4829690419763,7.93649910591707,0.8364973609611277,0.9294220442929315,0.7472135105890398
ES,TP,4820.622816541389,4801.6417820879915,18.981034453397115,SHORT,325.44451674995946,596.4337870173413,9.180490303519774,1.5343389285330133,0.8357909893695635,0.8210233106020922
GOLD,MANUAL,1978.4570130900238,1978.973608405114,-0.5165953150901714,SHORT,446.0667992231992,1128.7026904650522,7.064934269342104,1.7007396607905374,1.5529801425728635,0.4609894159652588
NG,SL,2.505315987995929,2.5267040972814234,-0.021388109285494394,SHORT,243.91036109926011,764.7347771333637,6.888082523345236,1.1674925958557356,1.429723945708731,0.32514087360211186
CL,TP,77.09607493523134,77.46860284054122,0.3725279053098802,LONG,363.81023194603057,905.531272598457,3.9001366670338458,1.464441642870699,0.7791074262754019,0.8540046436858065
NG,MANUAL,2.9867374810838907,2.968370607469473,0.018366873614417578,SHORT,486.093849491266,979.8025191514225,9.758166744618324,0.7448277209247183,1.2324838763099282,0.4513102071721381
GOLD,TP,1908.2312416863372,1909.1319937371604,0.9007520508232574,LONG,151.49910203689785,1370.3221232545832,9.671837636214542,0.8994585892882918,0.7218784449960222,0.8463789527615777
CL,SL,73.23532753052622,73.58788346283454,-0.35255593230832005,SHORT,230.24608999651846,843.6399378300093,8.159120296161841,1.4919216475541788,0.962876506899083,0.19586951154619886
NQ,TP,12563.23853777874,12612.916028577285,49.67749079854548,LONG,389.9124188229663,568.6380180743037,1.5420994784271302,0.5946927378116635,1.97432815515802,0.24869679632298927
GOLD,MANUAL,1806.2570165260072,1804.3529978477748,1.9040186782324326,SHORT,250.2088299031659,582.4392593280104,2.5814476992847903,0.9058990308703156,1.0401376893460466,0.48276034192297124
ES,TP,4990.665575844191,4994.0055893185745,3.3400134743833405,LONG,187.33909013994534,817.0934014761269,4.6493831677886845,1.5079208917804416,1.1480787175441454,0.398131576668589
ES,MANUAL,4549.0019645998145,4535.706347684818,13.295616914996572,SHORT,191.3458920609333,827.3644753409046,6.61606857646758,1.0784010083554747,0.949428079591989,0.22586260324330862
GOLD,MANUAL,1879.4896243284795,1877.5349536737906,1.9546706546889254,SHORT,114.89368168157598,897.7976481634183,4.988989940932488,1.0895971346011493,1.8409811618576055,0.6038718423458183
NG,SL,2.6667498244556693,2.63718289778755,-0.02956692666811911,LONG,433.6408915518216,577.6022272463305,6.267802324650952,0.9058327536845129,1.8521150593727715,0.7970820247476703
GOLD,MANUAL,1808.3737535920534,1811.3319095043591,-2.958155912305756,SHORT,408.30476957037945,711.9893853302326,8.11832050443605,0.9567856093290504,1.6772624409644796,0.9066621641010938
CL,SL,76.74247410270283,76.49101495373945,-0.2514591489633773,LONG,378.5724935335854,803.4980723293545,4.25800912336724,1.800418097811518,1.0721684573197323,0.47387796114211544
ES,TP,4353.784470686513,4368.772333473963,14.987862787450467,LONG,274.4256275136672,907.4034837222871,5.227940191091113,1.471570092952162,1.055855358399742,0.3421092583553516
GOLD,MANUAL,1913.1420510895498,1909.9363068923403,-3.2057441972094693,LONG,169.18914762732342,1435.4590140734556,7.585187358417536,1.9102227216795036,1.0508251657612377,0.5008497708020084
NQ,TP,12692.470086747904,12724.207330349636,31.73724360173219,LONG,379.97996473013245,519.9899280826128,1.8839744526560656,0.5132125207676532,1.9041708694767767,0.8431614310002661
NQ,MANUAL,12220.645905345404,12239.058531686678,-18.412626341274517,SHORT,233.34376839492967,1326.644999296624,2.6434987934640524,1.5828744807343007,0.8937597535595592,0.5101747016997892
ES,TP,4088.089598712626,4078.239934603145,9.849664109481182,SHORT,362.6440213030307,782.5952840936473,4.625585229049046,1.0985520224115473,1.2688384160621216,0.2643487677193417
CL,SL,69.5085288653047,69.80845009479583,-0.2999212294911331,SHORT,331.7012618890597,1304.4084002035006,8.170017205231957,1.7930369055093094,0.7392791489983447,0.3780526437873706
CL,SL,76.0340886787807,75.82947757202335,-0.20461110675735483,LONG,310.26228357802177,516.0228746779497,5.747257243061584,1.7531555031347779,0.9674595611890764,0.4810893210412114
ES,MANUAL,4431.463856345307,4421.950260418272,-9.513595927035567,LONG,262.5175166536145,1258.1319500658979,6.574278755004965,1.7449275121048116,1.4144953829881401,0.1792234193075764
NQ,SL,12377.053230060827,12410.291658802316,-33.23842874148977,SHORT,390.2408430825579,835.2455496586026,3.0063804566013546,0.9548850564935559,1.746415448505243,0.8718729527929208
GOLD,TP,1902.8754728257334,1905.082804333368,2.2073315076345352,LONG,358.2920971857877,544.0971102176597,9.104637740678557,1.340260133385806,1.4271945218919793,0.1926082352631014
GOLD,SL,1965.8512275015696,1967.1074773273979,-1.256249825828263,SHORT,159.07018530551056,543.3261618291954,6.193298671918661,0.6337789488449181,0.9189293820166411,0.6811271450195487
NG,MANUAL,2.669907068656653,2.7021966517650653,-0.032289583108412234,SHORT,362.9271327893405,1314.644885974944,8.642050241853651,0.569034907179299,0.6984944264409101,0.20671033230403024
ES,TP,4076.6597214400413,4063.7534433848805,12.906278055160783,SHORT,364.58936567213505,842.934609503395,2.683573257258469,0.9739077017390739,1.2192719530487568,0.29586529832218056
ES,TP,4381.389534418248,4385.32583789718,3.9363034789312223,LONG,498.0271830226084,595.510450409726,3.552322918956257,1.2205740575776791,0.9130205583256372,0.8313807559427614
NQ,SL,12757.350385430063,12716.042384624514,-41.308000805549455,LONG,198.5325565245834,527.5331003270852,6.254764916411872,1.3317719070001897,0.8609171351112261,0.16112155251842467
CL,MANUAL,62.39650540293051,62.63017848031641,0.2336730773859017,LONG,473.35427437595143,976.0245531882591,6.24163091663527,1.0920401935854174,1.3415016142791552,0.34109510495173684
NQ,MANUAL,12671.12876451278,12721.22950081797,-50.10073630519037,SHORT,242.30439805550589,1235.7082115892324,1.2613253373344566,1.7922089546158477,0.7312370344568461,0.21286470884704445
GOLD,MANUAL,1826.1041034478917,1823.1699185997727,-2.9341848481190027,LONG,100.43871243304983,886.8117989420284,8.888909955458386,0.8517060858807901,1.9793673148580861,0.911511088253163
GOLD,TP,1868.6416636125973,1865.0106122627974,3.631051349799918,SHORT,373.2685237534444,1148.3828416059434,8.333379832839913,0.5100226757854995,0.5311238601344981,0.29364756079954885
ES,MANUAL,4801.656343133976,4799.252557926902,-2.403785207074179,LONG,115.99077598782385,528.3347387506136,8.777476464922195,1.656425595105326,0.7768549588500806,0.15799091081481678
GOLD,SL,1885.5613471706101,1881.9569242160878,-3.604422954522306,LONG,447.25120344546616,636.5052126997687,4.698941175898359,1.1103876843807976,1.444384927387603,0.35682431354552147
NQ,SL,12654.948591176619,12603.090053737382,-51.8585374392369,LONG,299.53888341102135,1438.418220186422,1.1294912415555374,1.3375521439898723,0.5531606279054317,0.4743729328039509
NG,SL,2.367141683015154,2.388720339073062,-0.021578656057907875,SHORT,160.44206136534336,973.1939091082436,4.676033592398555,1.3587352317025552,1.4718506713114388,0.5977603283605076
CL,SL,78.97690477884908,79.28264688106385,-0.30574210221477927,SHORT,480.0564718746087,998.5826833858234,9.041678329229576,1.705792383951822,1.854430888677117,0.630993299143813
ES,TP,4522.91835448026,4531.597248554648,8.678894074388154,LONG,364.83624521328596,1028.0511949407846,7.646456930918741,0.6794315426990413,0.8729113837465634,0.9784535310876075
NQ,SL,12469.105399109041,12455.08681147012,-14.018587638920508,LONG,472.70927692949755,1357.9029455005589,7.430013142496689,1.7415990938948973,0.9570976254297692,0.27534241480763644
GOLD,TP,1911.0182802765294,1907.6483360131415,3.369944263387879,SHORT,206.6175503265788,568.6457669981982,8.051598945665175,0.7642818226154835,1.7666579893851457,0.5407826448779094
NQ,SL,13913.005361188194,13881.190024153542,-31.815337034651748,LONG,207.3490160162866,522.5706749392506,7.579189098175951,1.155575398730543,0.9328167846525286,0.3575679900354406
NQ,SL,12648.958670656171,12620.180351117564,-28.77831953860732,LONG,226.01296216880786,1156.1493535695695,9.649363436025673,0.5551986323185696,1.2791473274053764,0.5182094058588058
NQ,TP,12845.353792251673,12815.689155026008,29.6646372256655,SHORT,120.40855621365809,1050.9756857082016,5.677090450783246,1.9934348931631631,1.0620572675704978,0.18894991103244657
CL,TP,70.05195714737104,69.7512018268198,0.30075532055124654,SHORT,122.18463619115857,1471.116090995748,3.9583670316789936,1.2922965961845483,0.6744487049973038,0.7967446726437911
GOLD,SL,1842.8604562200621,1845.6080062053459,-2.74754998528374,SHORT,439.9330550463445,524.8273618045116,3.869013074662785,0.7686039183683018,1.6612247286230546,0.5756546303219983
ES,SL,4617.814039820908,4628.346805536781,-10.53276571587321,SHORT,196.20455334326064,1432.2582323529466,6.2818488170207685,0.658872045600922,1.1033703761679006,0.7910902407797785
NG,SL,3.661034209659998,3.666770631754553,-0.005736422094555049,SHORT,174.03517636654087,799.4153978884417,9.946303198626545,1.334866889352382,1.4511041841242722,0.6818434358884312
NG,MANUAL,3.6133451868983846,3.601251441077425,-0.01209374582095979,LONG,489.3697930204266,1092.75863444888,3.220039118303431,0.7510172600572208,0.5510492963700013,0.7585275598012052
ES,SL,4479.474806883688,4467.464605717891,-12.010201165797298,LONG,395.4440568683999,1179.0646882547899,9.878050149097087,1.8872685756192917,1.3104480964054463,0.9495062106875156
NQ,TP,13460.039499562614,13490.309546372522,30.270046809908308,LONG,191.74950356692926,991.472205818422,4.559617041149452,1.781630171520865,1.8423631762324661,0.6633695461656123
GOLD,TP,1942.910616332766,1941.2629099522605,1.6477063805054968,SHORT,284.2055813265215,952.7917138829421,7.356102042233673,1.201785466950871,1.0354062968124953,0.3616863783572868
GOLD,MANUAL,1985.830599805277,1987.3851989279913,1.5545991227143077,LONG,127.68546764264595,640.3741500869218,3.0741762385766327,0.7696197084191316,0.7392573017958566,0.7132246464315303
GOLD,MANUAL,1919.4967025945664,1921.0133661900027,1.5166635954362846,LONG,280.49679767902364,1072.4518550056841,5.319378821560404,0.6805609413188617,1.9261419087518714,0.15340823507011345
NQ,TP,14523.744393968558,14494.536393443434,29.20800052512459,SHORT,482.5964387698269,532.001456204906,6.894550398016152,1.745207195355844,1.7800910070753342,0.5118142226827153
GOLD,TP,1892.0813751905582,1893.6789571594202,1.5975819688619595,LONG,248.09367434382165,566.5525958560331,9.210091618137483,1.1182192522918122,0.9313392744564697,0.5120512553550072
NG,MANUAL,3.6354977207552777,3.6676488872782183,0.03215116652294059,LONG,103.21531598332987,1105.4857633023232,3.832404420487182,0.6855851907134669,1.3570456697183972,0.24496656601035235
NG,TP,2.5934101444796096,2.6045103132767857,0.011100168797176124,LONG,301.13608160520323,647.431111665594,4.646983635667838,1.613109944817543,0.9007731393730596,0.694162923789482
NQ,MANUAL,13957.847880976464,13984.582645466497,-26.73476449003283,SHORT,172.87406260747616,1160.7601599517568,8.808336858723203,1.160227362549184,1.157297198496874,0.667260930162298
NQ,TP,13760.387088025485,13710.662618766013,49.724469259472244,SHORT,188.24747032622338,582.2519681066884,9.641673854247305,0.7056594874426871,1.955425588586593,0.6487609272407108
CL,SL,76.44983537545936,76.77398843063018,-0.32415305517082516,SHORT,259.2152951547111,1328.8092528439831,8.940550312234496,1.53185187481361,0.7244797135047719,0.21833487592443873
ES,TP,4354.301639453161,4359.060117708085,4.75847825492383,LONG,256.4488419302113,1034.2465679952284,7.27970058653113,1.7979184047328822,1.368145133168098,0.25911447733591214
NQ,SL,14807.238071347549,14827.13373520176,-19.895663854211307,SHORT,422.5806722335132,1436.443571815837,1.302696606568086,1.0380363909937127,1.469798092422995,0.8294335637123632
CL,SL,60.88959343216498,60.612698558668015,-0.27689487349696407,LONG,270.75403715252776,1038.788115170119,1.3760404373013846,0.9611910175369848,0.9519504364099851,0.6019086960258674
GOLD,TP,1936.0252089396013,1932.5927365957496,3.432472343851714,SHORT,199.55427417351066,1118.7565333758473,7.54012812434992,1.4079906479237911,1.3373214661810247,0.2941755710488644
NQ,MANUAL,12691.819385388584,12723.244327916336,-31.424942527752137,SHORT,328.79913690541673,887.1590656820497,8.072229669123143,1.5182773943291668,0.5923621864400705,0.8640931005214536
NG,TP,2.153708494465886,2.1218982412741982,0.03181025319168773,SHORT,290.1281911468916,981.3370179021408,6.279467250566584,1.3345014241330044,0.7623093847685114,0.7838021875208081
NG,MANUAL,2.525872148833946,2.544270237658153,-0.018398088824207015,SHORT,475.0472581416735,1130.711597999862,5.507531182416132,1.6714655247875512,0.8045165974924273,0.18307027119015598
NG,SL,2.499941536632881,2.521113400566063,-0.021171863933182156,SHORT,317.62999013523535,705.6197204200365,2.7034273062076952,1.9244534355976324,1.0016697103150738,0.2524953710373626
NG,SL,3.1719508008419437,3.145804188629253,-0.026146612212690545,LONG,237.55168134428487,867.8603381372507,1.3242321112114575,1.17884642892602,1.7382924089478253,0.40986284209840906
ES,MANUAL,4370.152937414391,4376.079096197634,-5.926158783242499,SHORT,322.11250451757996,938.5272903780126,7.4428699381198085,1.1353194077849658,1.775433531533246,0.6743156405099334
NG,MANUAL,2.1644878225136805,2.136968437993306,-0.0275193845203745,LONG,276.25400924990043,1168.1736690573744,9.811568503079071,1.8912970696784785,1.9846388817289746,0.6348668005526404
NQ,MANUAL,12083.461186329261,12070.056901642913,-13.404284686348547,LONG,364.92248275645443,1103.7477276442298,2.9379055398512546,1.5186857750956861,1.526389597544926,0.5049043406583972
GOLD,MANUAL,1982.7278827686423,1980.7694104030472,1.958472365595071,SHORT,175.45025538553244,999.513713879089,7.4267954545622645,1.3301146768337677,1.9805262929363658,0.32911067502101876
NQ,SL,12678.70174551903,12718.828860354104,-40.12711483507337,SHORT,259.02697088363436,1247.5142967206534,2.5898036955165673,1.7895480347241117,1.8077247614363745,0.37667978479547437
ES,SL,4295.564121585986,4290.190179936636,-5.373941649349945,LONG,333.17895208912785,1176.0504037206213,4.291104297613579,1.4312958796184665,0.7351677423212397,0.9297285073970771
GOLD,TP,1828.6422939734273,1829.0843159753827,0.44202200195536534,LONG,342.49105887185715,536.5057068901904,8.368507192415137,0.7832876821436239,1.9550302316160129,0.12213845982259446
GOLD,MANUAL,1960.8449758099905,1957.1223894799307,3.722586330059812,SHORT,296.45976034944744,1226.5765823305296,1.2206558226855293,0.7257235339254633,1.3179931710185837,0.19382633473556782
NG,MANUAL,2.2068692920604622,2.221841007367896,-0.014971715307433797,SHORT,229.96782758304275,906.9251932757822,1.6105100822254323,1.6743085126098352,1.4639812392141467,0.893776300252996
NQ,MANUAL,13754.26665116093,13789.70708013512,-35.44042897419058,SHORT,149.877980889022,977.3544625544569,8.522552241442588,1.2565616536448794,1.823588676066396,0.32328051223586857
NQ,MANUAL,12708.530008887872,12656.739907834834,-51.7901010530386,LONG,296.9719700727329,1221.2104806430584,4.9858116548927045,0.9073653007867081,0.7342512998854089,0.4927858940089166
NQ,SL,12346.008662760907,12315.423969812153,-30.58469294875431,LONG,303.0038938317867,505.059953629164,2.0533808049132136,0.8727990983917832,1.1938919751029329,0.46986414675434396
NQ,MANUAL,13629.012112481374,13592.809748612706,36.20236386866782,SHORT,256.1069616531599,1473.281845469452,6.9045158112724865,1.3822766668553026,1.7801817845210106,0.7410501013376577
ES,MANUAL,4123.805883368971,4129.0684568958,-5.262573526829328,SHORT,464.28697619813113,1115.7904580635811,4.523896244125577,1.8543399808045318,1.3260698267254512,0.9536091747792417
NG,MANUAL,2.8361748248438667,2.8105481018970044,0.0256267229468623,SHORT,278.0323364861025,690.3348493655742,3.85073199572861,1.018433687702815,1.4367636305398137,0.5330365833157481
ES,MANUAL,4988.41080377769,4976.129951709762,12.280852067927299,SHORT,141.30760815824192,1082.7578687328812,8.774574302465835,1.5222169187974761,0.8563401278158586,0.7607218138700993
GOLD,MANUAL,1855.6227229467072,1856.7131632702362,1.0904403235290374,LONG,345.09706017991005,1250.5197533377298,7.779720679209323,1.8407120513551745,0.5032381852152179,0.4525664602441307
ES,TP,4809.4957861326875,4801.686483369393,7.809302763294909,SHORT,261.93118772700166,1423.2461264156257,7.9555912832489035,1.9955415777794294,1.1814469635925646,0.6568577543509277
ES,SL,4457.068783733367,4439.230890385626,-17.837893347741556,LONG,467.154130683739,640.468436457471,7.913143512256026,1.1160254089770072,0.8784695329265817,0.7405546267679464
NG,SL,2.885161763416675,2.8948284143176073,-0.009666650900932439,SHORT,222.72420853526842,1366.8992949158396,7.035620930388808,1.4047021677650557,1.2562343730112275,0.6489228887252988
GOLD,TP,1821.461465897878,1822.1802401747632,0.7187742768851422,LONG,239.95712821022855,727.5434346665346,1.8736273260989762,0.8082151687268353,1.6653390730069555,0.6512641572609912
NQ,SL,13752.470340024825,13732.621186015382,-19.849154009443737,LONG,145.73233029695655,731.959721427141,1.2683090879717511,0.7522810011707187,0.7525253376034824,0.28080875296012364
ES,SL,4872.072118391624,4863.85594329678,-8.216175094843493,LONG,432.9862541455261,752.0683670429776,6.967120940046901,0.8112695985812879,1.7571698770673654,0.22264601728702504
NQ,TP,13842.485811061513,13900.011850096747,57.526039035234135,LONG,471.7288388594623,1364.5931547279215,9.830454809495746,1.01201050285705,1.1631861639192709,0.6075254521086687
NG,MANUAL,3.965452673876366,3.9256269116403595,-0.03982576223600631,LONG,188.08734719085248,1294.2170717982444,1.924671673267476,1.3659846418541464,1.6178923009517783,0.17978368122054197
GOLD,SL,1895.8607313320795,1899.425734803709,-3.5650034716295522,SHORT,307.7467472446917,1141.7842195242401,9.301300776018767,0.5959323977667959,1.6830461262732608,0.9673523149066907
NQ,MANUAL,12975.24817251658,12947.064064762266,-28.184107754314027,LONG,393.1201324597088,779.1819857258215,3.5836405113189236,1.155661380949499,1.7283649884868781,0.670853923683113
GOLD,MANUAL,1944.3841620854553,1945.3202453817678,-0.9360832963125176,SHORT,486.36668139623276,1469.7576722048398,2.7101695759998075,1.7930590536211477,0.8007862830054844,0.6332487547948737
ES,SL,4667.4308566856,4664.661800069176,-2.769056616423768,LONG,180.84858924691738,976.7566415324562,7.40756302145016,0.6971513667479987,1.1446817374617817,0.34349175118835956
NG,TP,2.902101568470009,2.8945990370856856,0.00750253138432333,SHORT,404.30929178746425,578.3176599708864,9.42828089368737,1.3783612700797359,0.9810969552973406,0.7655429610678878
ES,TP,4359.908406548057,4365.703352044743,5.794945496685614,LONG,315.1654248297437,905.5476009553947,5.126266899040798,1.8220950159591276,1.672498447622273,0.13763501301798037
NG,MANUAL,3.4129013233201766,3.3779122766049188,0.03498904671525782,SHORT,279.20631976472174,1061.199831058762,4.838108660009876,1.3201877784981146,1.4788517291189176,0.7807338954334446
NQ,SL,14647.40382134036,14703.780214021468,-56.37639268110797,SHORT,325.08734382322615,513.5476023795483,1.5931943402187607,0.5334613829080359,1.7178001992545175,0.5592830018190005
NQ,TP,14397.503003061733,14417.278439190099,19.775436128365982,LONG,105.21982180426077,1155.1762487923916,6.644545508255716,1.5772671176254058,1.3045801275324294,0.5840120018189405
ES,SL,4577.138276073966,4582.514834695369,-5.376558621403092,SHORT,185.27689668045292,1140.335401493021,7.913624292163999,1.338931401990525,0.5788745463076594,0.9374233954855031
ES,TP,4444.265462225054,4437.9454288404,6.32003338465347,SHORT,486.88739910083376,997.1621022305901,1.2805488492203418,1.0584137289139237,1.1335674291640165,0.4437216565786243
GOLD,SL,1910.7041252759552,1906.8125073299475,-3.8916179460077274,LONG,270.0629933976221,922.3226363389672,2.8038393973456994,1.2141152096606027,0.8874191223426955,0.6470601714639223
CL,TP,62.11139201762312,62.32861567045316,0.21722365283004308,LONG,458.9691645687815,701.8040784894027,8.886485614982657,0.9873263743497251,1.6249038515839749,0.7518101499702596
NQ,TP,13050.704985436489,13019.622190231872,31.08279520461656,SHORT,223.94721843257872,1428.3425257568304,8.110983010270603,1.2876594561609627,0.9465850991230568,0.9198724510434106
CL,TP,70.69881074261977,70.94766632368487,0.24885558106510075,LONG,393.17240717201963,673.2723063741751,5.11067927407525,0.759416457642476,1.9274222136515522,0.4253906425096461
GOLD,TP,1824.010351170938,1825.7397332462235,1.7293820752854572,LONG,440.54111076539743,623.3643957740726,5.192509754378931,0.7722782244847493,0.7626626005698895,0.3312211289211967
NG,SL,3.1060715843700337,3.1251297766606707,-0.01905819229063699,SHORT,238.0317172118916,721.9257753436707,4.302802868151598,1.6709330937874214,1.762070251449037,0.49667567251942
NQ,SL,12404.931129568411,12396.181272034233,-8.749857534177863,LONG,164.8261816002591,1308.5070205081865,4.316514391867461,1.00360188191666,1.9717748985281829,0.6850789998652305
CL,MANUAL,66.92553776757143,66.82475441413582,-0.10078335343560241,LONG,191.32747867093704,713.3938195886485,1.9633243895248165,0.645727708693817,1.8742420360201926,0.5335757870364631
NG,MANUAL,2.4475329201838303,2.4293189309136705,-0.018213989270159825,LONG,126.05968534536159,1214.0026576909424,2.7241570701804383,1.9192802049569018,1.1866629110194102,0.6759710181559567
GOLD,TP,1877.5462280493061,1876.5484042109015,0.9978238384046563,SHORT,189.52654543056147,1388.2332768482427,2.0249387992850676,0.8224635247398406,1.9079680425863614,0.14441461579372483
CL,SL,63.74103206939845,63.446297652742366,-0.2947344166560839,LONG,340.26397859725336,1131.0183009978566,8.016030548247693,0.6228794655510542,1.0141334559111301,0.29387315262476554
NQ,SL,14624.160526300122,14579.240506319598,-44.92001998052365,LONG,161.11418010927935,1026.205481949513,7.001926144498965,1.7428718856268322,0.521079010292484,0.47720501228164836
NQ,TP,12141.693223683587,12082.642588025305,59.05063565828277,SHORT,141.53216351260653,1469.4289465660022,5.797581294334952,1.7856867063368855,1.6263327400352554,0.8710665615494585
NQ,SL,14834.862985414538,14871.401940042993,-36.53895462845503,SHORT,302.1948575325144,1413.4656968411343,2.921033446968465,1.5322671246754818,0.7549178277569311,0.4975356127481142
GOLD,MANUAL,1801.9118060377086,1804.58060256136,2.668796523651281,LONG,371.8369358022671,555.8646670082363,9.9691750702428,1.2094827628179718,0.903584949488608,0.43178531350125327
CL,TP,67.69230340894728,67.8017004473512,0.10939703840391246,LONG,430.9853103555167,1252.2607550872417,6.428740855543654,0.6062736657455521,1.728134828477495,0.26759960758293083
